"site","year","dist","rdtype","standsz","n7","n6","n5","n4","n3","n2","n1","n0","s7","s6","s5","s4","s3","s2","s1","s0","e7","e6","e5","e4","e3","e2","e1","e0","w7","w6","w5","w4","w3","w2","w1","w0","canopyhht","treeden","shrubden","highcancov","dechigh","subcancov","decsubc","undercov","decund","grcov","treesp1","treesp2","treesp3","treesp4","treesp5","shrubsp1","shrubsp2","shrubsp3","shrubsp4","shrubsp5","special1","special2","special3","topogr","date","obs"
3,1992,0.00,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,3.00,3.00,1.00,1.00,0.00,,1.00,,2.00,125.00,129.00,375.00,,,22.00,,,,,3.00,,,5.00,,
3,1993,0.00,2.00,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,2.00,4.00,1.00,0.00,1.00,1.00,3.00,3.00,3.00,125.00,375.00,12.00,,,22.00,375.00,920.00,316.00,105.00,,,,5.00,,
3,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,60.00,0.00,30.00,90.00,80.00,90.00,90.00,125.00,375.00,105.00,,,22.00,375.00,920.00,743.00,12.00,3.00,4.00,,,,
3,1995,0.00,1.00,63.00,0.00,0.00,30.00,50.00,60.00,60.00,40.00,90.00,0.00,0.00,30.00,40.00,60.00,60.00,40.00,90.00,0.00,0.00,20.00,20.00,40.00,50.00,30.00,90.00,0.00,10.00,20.00,20.00,30.00,40.00,40.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1991,1000.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,2.00,2.00,0.00,1.00,,1.00,,2.00,105.00,12.00,125.00,129.00,,12.00,22.00,375.00,920.00,,3.00,,,5.00,,
4,1992,0.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,3.00,2.00,0.00,0.00,,1.00,,2.00,125.00,105.00,,,,22.00,,,,,2.00,3.00,,5.00,,
4,1993,0.00,2.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,2.00,3.00,0.00,1.00,0.00,1.00,3.00,2.00,105.00,125.00,,,,22.00,12.00,920.00,316.00,,,,,5.00,,
4,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,80.00,0.00,40.00,10.00,60.00,40.00,90.00,125.00,105.00,12.00,375.00,,22.00,375.00,12.00,920.00,,2.00,3.00,4.00,,,
4,1995,0.00,1.00,69.00,0.00,0.00,50.00,40.00,30.00,30.00,30.00,80.00,0.00,0.00,50.00,40.00,40.00,40.00,30.00,60.00,0.00,0.00,30.00,20.00,20.00,20.00,20.00,80.00,0.00,0.00,40.00,30.00,30.00,20.00,20.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1991,650.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,1.00,1.00,1.00,,2.00,,3.00,105.00,125.00,375.00,,,22.00,316.00,920.00,12.00,,3.00,,,5.00,,
5,1992,0.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,4.00,2.00,1.00,1.00,,1.00,,2.00,125.00,375.00,105.00,,,22.00,76.00,,,,3.00,4.00,,5.00,,
5,1993,0.00,2.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,4.00,3.00,1.00,1.00,1.00,3.00,3.00,2.00,105.00,125.00,375.00,,,22.00,316.00,375.00,352.00,920.00,,,,5.00,,
5,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,4.00,70.00,10.00,10.00,50.00,70.00,80.00,70.00,105.00,125.00,375.00,746.00,316.00,22.00,375.00,920.00,316.00,53.00,2.00,3.00,4.00,,,
5,1995,0.00,1.00,69.00,0.00,0.00,40.00,30.00,30.00,30.00,80.00,60.00,0.00,0.00,40.00,30.00,30.00,60.00,80.00,60.00,0.00,0.00,40.00,30.00,30.00,30.00,50.00,60.00,0.00,0.00,40.00,30.00,30.00,40.00,40.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1991,650.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,3.00,2.00,1.00,1.00,,1.00,,2.00,105.00,125.00,746.00,375.00,,22.00,12.00,920.00,,,3.00,,,5.00,,
6,1992,0.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,3.00,2.00,1.00,0.00,,1.00,,1.00,125.00,105.00,12.00,,,22.00,,,,,3.00,4.00,,5.00,,
6,1993,0.00,2.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,3.00,3.00,3.00,1.00,1.00,1.00,2.00,3.00,2.00,105.00,125.00,746.00,12.00,375.00,22.00,352.00,920.00,12.00,746.00,,,,5.00,,
6,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,4.00,80.00,20.00,20.00,50.00,70.00,90.00,60.00,105.00,125.00,12.00,746.00,375.00,22.00,12.00,920.00,316.00,375.00,2.00,3.00,4.00,,,
6,1995,0.00,1.00,69.00,0.00,0.00,40.00,30.00,30.00,30.00,30.00,50.00,0.00,0.00,40.00,30.00,30.00,30.00,30.00,60.00,0.00,0.00,30.00,20.00,20.00,20.00,30.00,70.00,0.00,0.00,40.00,30.00,30.00,30.00,40.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1991,700.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,3.00,3.00,2.00,1.00,1.00,,1.00,,2.00,125.00,12.00,316.00,375.00,746.00,22.00,316.00,920.00,,,3.00,,,5.00,,
7,1992,0.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,2.00,1.00,1.00,,1.00,,2.00,125.00,105.00,12.00,129.00,,22.00,,,,,2.00,3.00,,5.00,,
7,1993,0.00,2.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,3.00,3.00,1.00,1.00,2.00,2.00,3.00,2.00,125.00,105.00,746.00,129.00,316.00,22.00,746.00,920.00,316.00,,5.00,,,5.00,,
7,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,3.00,70.00,10.00,30.00,70.00,60.00,60.00,50.00,125.00,316.00,12.00,746.00,375.00,22.00,12.00,316.00,,,,,,,,
7,1995,0.00,1.00,36.00,0.00,0.00,50.00,30.00,30.00,30.00,70.00,60.00,0.00,0.00,50.00,40.00,40.00,40.00,50.00,50.00,0.00,0.00,60.00,50.00,50.00,50.00,50.00,40.00,0.00,0.00,50.00,40.00,40.00,40.00,30.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1991,400.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,2.00,1.00,1.00,,2.00,,3.00,125.00,746.00,375.00,,,12.00,22.00,,,,3.00,,,5.00,,
8,1992,0.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,3.00,3.00,2.00,2.00,1.00,,2.00,,2.00,746.00,105.00,12.00,125.00,,22.00,,,,,3.00,4.00,,5.00,,
8,1993,0.00,1.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,2.00,2.00,2.00,2.00,3.00,2.00,3.00,125.00,746.00,105.00,12.00,375.00,12.00,22.00,920.00,375.00,,,,,5.00,,
8,1994,300.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,4.00,4.00,70.00,50.00,20.00,50.00,70.00,50.00,60.00,125.00,746.00,12.00,375.00,,22.00,12.00,746.00,375.00,,2.00,3.00,4.00,,,
8,1995,0.00,1.00,36.00,0.00,0.00,50.00,40.00,30.00,40.00,40.00,50.00,0.00,0.00,60.00,40.00,30.00,30.00,30.00,60.00,0.00,0.00,60.00,40.00,30.00,30.00,30.00,70.00,0.00,0.00,70.00,40.00,30.00,30.00,30.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1991,650.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,4.00,2.00,2.00,2.00,1.00,,1.00,,3.00,12.00,746.00,125.00,,,12.00,22.00,,,,3.00,,,5.00,,
9,1992,0.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,3.00,3.00,2.00,1.00,0.00,,1.00,,2.00,746.00,12.00,125.00,,,22.00,,,,,2.00,3.00,,5.00,,
9,1993,0.00,1.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,4.00,2.00,3.00,1.00,1.00,2.00,1.00,2.00,3.00,12.00,746.00,94.00,375.00,125.00,22.00,12.00,316.00,,,2.00,,,5.00,,
9,1994,250.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,4.00,3.00,70.00,50.00,0.00,,60.00,50.00,100.00,105.00,746.00,375.00,12.00,125.00,22.00,12.00,,,,2.00,3.00,4.00,,,
9,1995,0.00,1.00,36.00,0.00,0.00,40.00,70.00,60.00,60.00,50.00,90.00,0.00,0.00,30.00,40.00,50.00,50.00,30.00,90.00,0.00,0.00,30.00,40.00,50.00,60.00,40.00,90.00,0.00,0.00,70.00,40.00,30.00,40.00,30.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1991,1600.00,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,2.00,2.00,1.00,,2.00,,3.00,105.00,125.00,746.00,,,746.00,22.00,920.00,105.00,,5.00,,913.00,5.00,,
10,1992,150.00,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,4.00,1.00,1.00,0.00,,1.00,,2.00,746.00,105.00,125.00,,,22.00,,,,,2.00,4.00,,5.00,,
10,1993,0.00,1.00,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,3.00,3.00,3.00,1.00,1.00,1.00,2.00,3.00,3.00,105.00,125.00,746.00,375.00,,746.00,22.00,105.00,94.00,125.00,3.00,2.00,,5.00,,
10,1994,50.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,4.00,4.00,60.00,20.00,10.00,90.00,80.00,70.00,90.00,105.00,125.00,746.00,375.00,12.00,746.00,12.00,22.00,33.00,,2.00,3.00,4.00,,,
10,1995,0.00,1.00,51.00,0.00,0.00,0.00,10.00,40.00,40.00,10.00,70.00,0.00,0.00,40.00,20.00,20.00,30.00,20.00,70.00,0.00,0.00,0.00,10.00,30.00,60.00,60.00,80.00,0.00,0.00,10.00,10.00,10.00,40.00,40.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1991,1600.00,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,2.00,2.00,1.00,,1.00,,3.00,105.00,746.00,125.00,,,22.00,12.00,746.00,,,2.00,3.00,4.00,5.00,,
11,1992,0.00,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,3.00,2.00,1.00,1.00,,2.00,,2.00,105.00,125.00,,,,22.00,,,,,2.00,3.00,,5.00,,
11,1993,0.00,2.00,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,4.00,3.00,3.00,1.00,1.00,2.00,2.00,3.00,3.00,105.00,746.00,125.00,,,22.00,763.00,375.00,12.00,,4.00,2.00,,5.00,,
11,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,4.00,60.00,40.00,0.00,,70.00,70.00,90.00,105.00,746.00,125.00,,,22.00,746.00,12.00,375.00,,2.00,3.00,4.00,,,
11,1995,0.00,1.00,51.00,0.00,0.00,50.00,30.00,30.00,30.00,30.00,90.00,0.00,0.00,40.00,30.00,30.00,30.00,50.00,90.00,0.00,0.00,40.00,30.00,30.00,30.00,40.00,80.00,0.00,0.00,70.00,30.00,30.00,30.00,30.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1991,1600.00,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,3.00,2.00,1.00,1.00,,1.00,,2.00,105.00,125.00,375.00,,,22.00,12.00,,,,3.00,,,5.00,,
12,1992,0.00,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,3.00,2.00,1.00,1.00,,1.00,,2.00,375.00,105.00,125.00,95.00,,22.00,763.00,,,,3.00,2.00,4.00,5.00,,
12,1993,5.00,2.00,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,2.00,3.00,0.00,1.00,1.00,2.00,3.00,2.00,105.00,125.00,94.00,375.00,,22.00,94.00,763.00,375.00,,4.00,,,5.00,,
12,1994,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,4.00,70.00,10.00,40.00,60.00,70.00,70.00,100.00,105.00,125.00,746.00,375.00,12.00,22.00,12.00,746.00,375.00,55.00,2.00,3.00,4.00,,,
12,1995,0.00,1.00,51.00,0.00,0.00,40.00,40.00,50.00,30.00,30.00,90.00,0.00,0.00,40.00,30.00,30.00,30.00,40.00,90.00,0.00,0.00,40.00,30.00,30.00,30.00,30.00,90.00,0.00,0.00,40.00,30.00,30.00,30.00,50.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1991,100.00,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,2.00,3.00,1.00,2.00,0.00,,3.00,,3.00,375.00,746.00,,,,12.00,241.00,375.00,352.00,378.00,2.00,4.00,7.00,4.00,,
13,1992,100.00,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,2.00,3.00,1.00,1.00,1.00,,2.00,,3.00,241.00,95.00,375.00,,,352.00,32.00,95.00,920.00,,4.00,5.00,,4.00,,
13,1993,100.00,3.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,1.00,2.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,95.00,241.00,375.00,12.00,,95.00,377.00,352.00,12.00,,4.00,,,4.00,,
13,1994,100.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,2.00,2.00,10.00,0.00,0.00,,20.00,10.00,100.00,241.00,95.00,,,,95.00,241.00,352.00,15.00,,3.00,4.00,5.00,,,
13,1995,150.00,3.00,35.00,0.00,0.00,0.00,10.00,20.00,30.00,100.00,90.00,0.00,0.00,10.00,20.00,20.00,30.00,100.00,90.00,0.00,0.00,0.00,10.00,10.00,20.00,100.00,90.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1991,100.00,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,3.00,2.00,2.00,1.00,,2.00,,3.00,12.00,746.00,375.00,241.00,,352.00,319.00,741.00,746.00,12.00,2.00,4.00,,4.00,,
14,1992,100.00,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,3.00,2.00,2.00,1.00,1.00,,1.00,,3.00,12.00,375.00,241.00,746.00,95.00,352.00,319.00,318.00,95.00,,4.00,2.00,,4.00,,
14,1993,90.00,3.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,3.00,2.00,2.00,2.00,1.00,2.00,2.00,3.00,12.00,95.00,746.00,241.00,375.00,319.00,12.00,95.00,741.00,,2.00,4.00,,4.00,,
14,1994,100.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,3.00,50.00,60.00,40.00,10.00,40.00,100.00,90.00,746.00,12.00,,,,319.00,22.00,,,,3.00,4.00,5.00,,,
14,1995,100.00,3.00,35.00,0.00,0.00,20.00,30.00,30.00,30.00,20.00,100.00,0.00,10.00,50.00,30.00,20.00,10.00,30.00,90.00,0.00,0.00,10.00,30.00,40.00,60.00,80.00,80.00,0.00,0.00,30.00,30.00,30.00,20.00,10.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1991,100.00,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,3.00,4.00,2.00,2.00,1.00,,3.00,,3.00,12.00,543.00,741.00,,,352.00,12.00,741.00,,,2.00,4.00,,4.00,,
15,1992,100.00,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,1.00,2.00,1.00,,2.00,,3.00,94.00,12.00,543.00,95.00,,352.00,741.00,920.00,22.00,,4.00,5.00,,4.00,,
15,1993,100.00,3.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,4.00,1.00,2.00,1.00,2.00,2.00,2.00,3.00,94.00,543.00,12.00,,,22.00,352.00,741.00,,,4.00,,,5.00,,
15,1994,100.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,20.00,30.00,40.00,60.00,60.00,100.00,100.00,12.00,544.00,,,,352.00,22.00,,,,3.00,4.00,5.00,,,
15,1995,100.00,3.00,35.00,0.00,0.00,30.00,70.00,70.00,70.00,50.00,100.00,0.00,0.00,10.00,30.00,30.00,20.00,50.00,50.00,0.00,0.00,10.00,30.00,40.00,60.00,40.00,100.00,0.00,0.00,10.00,20.00,30.00,30.00,30.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1991,100.00,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,2.00,3.00,1.00,1.00,1.00,,2.00,,3.00,241.00,12.00,375.00,,,352.00,12.00,,,,2.00,5.00,7.00,4.00,,
16,1992,100.00,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,2.00,4.00,1.00,1.00,1.00,,3.00,,3.00,241.00,375.00,746.00,,,352.00,920.00,,,,2.00,4.00,5.00,4.00,,
16,1993,75.00,1.00,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,2.00,5.00,1.00,2.00,1.00,3.00,3.00,3.00,3.00,241.00,375.00,746.00,,,352.00,,,,,5.00,,,4.00,,
16,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,2.00,3.00,10.00,0.00,20.00,80.00,70.00,100.00,90.00,241.00,746.00,375.00,,,352.00,,,,,3.00,4.00,5.00,,,
16,1995,100.00,2.00,58.00,0.00,0.00,0.00,0.00,10.00,40.00,30.00,100.00,0.00,0.00,20.00,30.00,50.00,60.00,50.00,100.00,0.00,0.00,0.00,0.00,0.00,20.00,90.00,100.00,0.00,0.00,0.00,10.00,70.00,60.00,50.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1991,100.00,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,2.00,3.00,2.00,1.00,,2.00,,3.00,543.00,12.00,746.00,241.00,375.00,12.00,543.00,316.00,241.00,,2.00,4.00,,4.00,,
17,1992,100.00,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,4.00,4.00,2.00,2.00,2.00,,3.00,,3.00,543.00,241.00,12.00,375.00,746.00,319.00,352.00,543.00,,,4.00,2.00,,4.00,,
17,1993,100.00,1.00,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,3.00,3.00,241.00,543.00,741.00,12.00,,352.00,543.00,12.00,319.00,,2.00,,,4.00,,
17,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,3.00,40.00,10.00,60.00,70.00,60.00,100.00,90.00,241.00,543.00,12.00,746.00,,543.00,352.00,,,,3.00,4.00,5.00,,,
17,1995,100.00,2.00,58.00,0.00,0.00,40.00,40.00,50.00,50.00,80.00,100.00,0.00,0.00,10.00,20.00,40.00,60.00,20.00,90.00,0.00,0.00,0.00,20.00,60.00,60.00,20.00,100.00,0.00,0.00,50.00,50.00,50.00,40.00,20.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1991,100.00,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,2.00,2.00,1.00,,2.00,,3.00,375.00,12.00,544.00,241.00,,12.00,352.00,544.00,,,2.00,4.00,,4.00,,
18,1992,100.00,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,3.00,2.00,2.00,2.00,,2.00,,3.00,95.00,543.00,12.00,375.00,241.00,352.00,543.00,920.00,,,4.00,2.00,,4.00,,
18,1993,100.00,1.00,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,3.00,2.00,2.00,1.00,2.00,2.00,3.00,3.00,12.00,375.00,241.00,543.00,,352.00,543.00,,,,2.00,,,4.00,,
18,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,3.00,60.00,40.00,50.00,50.00,50.00,80.00,100.00,241.00,12.00,375.00,746.00,543.00,543.00,352.00,,,,3.00,4.00,5.00,,,
18,1995,100.00,2.00,58.00,0.00,0.00,30.00,50.00,50.00,30.00,60.00,100.00,0.00,0.00,10.00,40.00,40.00,50.00,50.00,100.00,0.00,0.00,30.00,50.00,60.00,50.00,60.00,100.00,0.00,0.00,20.00,30.00,60.00,50.00,50.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1991,100.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,4.00,2.00,2.00,1.00,,3.00,,3.00,544.00,241.00,,,,12.00,352.00,544.00,241.00,,2.00,4.00,,4.00,,
19,1992,100.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,2.00,4.00,1.00,2.00,1.00,,3.00,,3.00,543.00,241.00,95.00,,,352.00,543.00,12.00,,,2.00,4.00,5.00,4.00,,
19,1993,100.00,1.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,4.00,1.00,2.00,1.00,2.00,3.00,2.00,3.00,543.00,241.00,375.00,,,352.00,12.00,543.00,,,2.00,,,4.00,,
19,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,30.00,100.00,30.00,80.00,60.00,100.00,100.00,543.00,746.00,241.00,,,352.00,,,,,3.00,4.00,5.00,,,
19,1995,100.00,2.00,36.00,0.00,0.00,10.00,30.00,50.00,60.00,30.00,100.00,0.00,0.00,10.00,10.00,30.00,70.00,50.00,100.00,0.00,0.00,0.00,20.00,40.00,50.00,20.00,100.00,0.00,0.00,10.00,20.00,30.00,40.00,40.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1991,200.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,4.00,3.00,2.00,2.00,1.00,,2.00,,3.00,544.00,241.00,746.00,375.00,,352.00,12.00,746.00,316.00,,2.00,4.00,,4.00,,
20,1992,200.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,4.00,2.00,3.00,2.00,2.00,,1.00,,2.00,241.00,543.00,12.00,95.00,746.00,352.00,12.00,319.00,543.00,22.00,4.00,2.00,,4.00,,
20,1993,100.00,1.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,4.00,2.00,1.00,2.00,2.00,3.00,1.00,3.00,241.00,543.00,746.00,12.00,,12.00,319.00,,,,2.00,,,4.00,,
20,1994,150.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,3.00,3.00,40.00,80.00,50.00,30.00,60.00,60.00,70.00,241.00,746.00,12.00,,,12.00,319.00,22.00,,,3.00,4.00,5.00,,,
20,1995,180.00,2.00,36.00,0.00,0.00,20.00,40.00,30.00,20.00,50.00,100.00,0.00,0.00,30.00,40.00,50.00,50.00,20.00,100.00,0.00,0.00,30.00,50.00,40.00,30.00,10.00,100.00,0.00,0.00,20.00,40.00,50.00,30.00,30.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1991,100.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,4.00,2.00,2.00,1.00,,3.00,,3.00,12.00,241.00,375.00,544.00,,352.00,12.00,544.00,319.00,,2.00,4.00,,4.00,,
21,1992,100.00,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,4.00,1.00,2.00,2.00,,3.00,,3.00,543.00,241.00,12.00,,,352.00,319.00,12.00,,,4.00,2.00,,4.00,,
21,1993,100.00,1.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,4.00,2.00,2.00,2.00,2.00,3.00,2.00,3.00,543.00,241.00,12.00,,,352.00,12.00,319.00,,,2.00,,,4.00,,
21,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,3.00,70.00,50.00,40.00,80.00,60.00,90.00,100.00,241.00,543.00,12.00,,,319.00,352.00,12.00,,,3.00,4.00,5.00,,,
21,1995,100.00,2.00,36.00,0.00,0.00,0.00,30.00,50.00,40.00,40.00,100.00,0.00,0.00,10.00,30.00,60.00,70.00,20.00,90.00,0.00,0.00,0.00,40.00,60.00,20.00,10.00,90.00,0.00,0.00,10.00,30.00,60.00,30.00,20.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1991,250.00,,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,2.00,2.00,2.00,1.00,,2.00,,3.00,241.00,746.00,12.00,,,746.00,12.00,241.00,,,2.00,3.00,4.00,4.00,,
22,1992,100.00,,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00,4.00,1.00,2.00,1.00,3.00,,1.00,,3.00,95.00,241.00,746.00,12.00,,746.00,22.00,95.00,,,4.00,3.00,2.00,4.00,,
22,1993,110.00,2.00,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,2.00,3.00,2.00,2.00,0.00,1.00,3.00,2.00,241.00,95.00,746.00,12.00,375.00,746.00,12.00,352.00,,,2.00,,,5.00,,
22,1994,200.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,2.00,70.00,80.00,60.00,10.00,10.00,0.00,70.00,746.00,241.00,12.00,,,12.00,746.00,,,,3.00,4.00,,,,
22,1995,100.00,2.00,59.00,0.00,0.00,30.00,60.00,70.00,10.00,40.00,90.00,0.00,0.00,20.00,60.00,70.00,20.00,60.00,90.00,0.00,0.00,30.00,50.00,50.00,20.00,20.00,90.00,0.00,0.00,20.00,60.00,60.00,20.00,20.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1991,700.00,,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,4.00,2.00,2.00,1.00,1.00,,2.00,,3.00,12.00,241.00,375.00,,,352.00,12.00,,,,2.00,4.00,,4.00,,
23,1992,300.00,,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,4.00,3.00,2.00,1.00,3.00,,2.00,,3.00,95.00,241.00,375.00,,,352.00,,,,,4.00,2.00,,4.00,,
